,Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime,CO(GT)_to_float,C6H6(GT)_to_float,T_to_float,RH_to_float,AH_to_float
2994,13/07/2004,12.00.00,2.7,986.0,-200.0,14.5,1133.0,253.0,773.0,141.0,1619.0,1174.0,33.7,15.4,0.7913,2004-07-13 12:00:00,2.7,14.5,33.7,15.4,0.7913
2995,13/07/2004,13.00.00,2.3,908.0,-200.0,11.5,1031.0,187.0,857.0,112.0,1469.0,901.0,34.5,13.3,0.7158,2004-07-13 13:00:00,2.3,11.5,34.5,13.3,0.7158
2996,13/07/2004,14.00.00,2.0,888.0,-200.0,10.8,1007.0,149.0,870.0,105.0,1448.0,794.0,33.8,13.9,0.7172,2004-07-13 14:00:00,2.0,10.8,33.8,13.9,0.7172
2997,13/07/2004,15.00.00,1.3,843.0,-200.0,6.4,830.0,89.0,995.0,72.0,1339.0,577.0,30.1,19.4,0.8157,2004-07-13 15:00:00,1.3,6.4,30.1,19.4,0.8157
2998,13/07/2004,16.00.00,1.7,905.0,-200.0,8.8,931.0,124.0,876.0,90.0,1460.0,776.0,28.3,21.3,0.8054,2004-07-13 16:00:00,1.7,8.8,28.3,21.3,0.8054
2999,13/07/2004,17.00.00,2.8,1023.0,-200.0,14.3,1127.0,206.0,760.0,126.0,1635.0,982.0,31.9,18.3,0.8523,2004-07-13 17:00:00,2.8,14.3,31.9,18.3,0.8523
3000,13/07/2004,18.00.00,3.8,1125.0,-200.0,19.4,1279.0,241.0,662.0,154.0,1840.0,1256.0,32.0,20.1,0.9364,2004-07-13 18:00:00,3.8,19.4,32.0,20.1,0.9364
3001,13/07/2004,19.00.00,4.9,1211.0,-200.0,27.1,1483.0,303.0,586.0,173.0,2092.0,1483.0,28.9,24.1,0.9495,2004-07-13 19:00:00,4.9,27.1,28.9,24.1,0.9495
3002,13/07/2004,20.00.00,4.3,1140.0,-200.0,19.7,1289.0,294.0,634.0,162.0,1884.0,1390.0,27.3,27.1,0.967,2004-07-13 20:00:00,4.3,19.7,27.3,27.1,0.967
3003,13/07/2004,21.00.00,2.6,1029.0,-200.0,13.6,1105.0,203.0,737.0,128.0,1666.0,1195.0,26.0,28.5,0.9484,2004-07-13 21:00:00,2.6,13.6,26.0,28.5,0.9484
3004,13/07/2004,22.00.00,2.4,981.0,-200.0,12.1,1054.0,176.0,768.0,120.0,1592.0,1135.0,25.2,28.6,0.9008,2004-07-13 22:00:00,2.4,12.1,25.2,28.6,0.9008
3005,13/07/2004,23.00.00,1.9,971.0,-200.0,11.0,1014.0,155.0,788.0,111.0,1585.0,1115.0,24.3,31.1,0.9316,2004-07-13 23:00:00,1.9,11.0,24.3,31.1,0.9316
3006,14/07/2004,00.00.00,1.4,927.0,-200.0,8.8,930.0,108.0,840.0,89.0,1522.0,1026.0,23.6,33.8,0.9685,2004-07-14 00:00:00,1.4,8.8,23.6,33.8,0.9685
3007,14/07/2004,01.00.00,1.1,868.0,-200.0,6.7,846.0,72.0,925.0,69.0,1448.0,836.0,23.0,33.8,0.9406,2004-07-14 01:00:00,1.1,6.7,23.0,33.8,0.9406
3008,14/07/2004,02.00.00,0.9,863.0,-200.0,6.3,824.0,65.0,905.0,70.0,1469.0,925.0,22.2,38.4,1.0126,2004-07-14 02:00:00,0.9,6.3,22.2,38.4,1.0126
3009,14/07/2004,03.00.00,0.7,820.0,-200.0,4.1,716.0,52.0,994.0,64.5,1380.0,933.0,20.4,42.6,1.0083,2004-07-14 03:00:00,0.7,4.1,20.4,42.6,1.0083
3010,14/07/2004,04.00.00,0.5,777.0,-200.0,2.9,645.0,39.0,1076.0,59.0,1334.0,781.0,20.5,42.3,1.0091,2004-07-14 04:00:00,0.5,2.9,20.5,42.3,1.0091
3011,14/07/2004,05.00.00,0.8,855.0,-200.0,5.0,762.0,79.0,942.0,73.0,1444.0,959.0,18.8,49.0,1.0505,2004-07-14 05:00:00,0.8,5.0,18.8,49.0,1.0505
3012,14/07/2004,06.00.00,1.3,960.0,-200.0,9.9,973.0,140.0,769.0,89.0,1616.0,1155.0,18.8,49.4,1.0624,2004-07-14 06:00:00,1.3,9.9,18.8,49.4,1.0624
3013,14/07/2004,07.00.00,4.7,1310.0,-200.0,27.5,1492.0,427.0,527.0,142.0,2194.0,1686.0,19.9,46.5,1.071,2004-07-14 07:00:00,4.7,27.5,19.9,46.5,1.071
3014,14/07/2004,08.00.00,4.6,1339.0,-200.0,30.4,1561.0,366.0,498.0,145.0,2357.0,1791.0,22.1,41.7,1.098,2004-07-14 08:00:00,4.6,30.4,22.1,41.7,1.098
3015,14/07/2004,09.00.00,3.7,1211.0,-200.0,19.8,1290.0,311.0,606.0,156.0,1913.0,1643.0,24.0,36.4,1.0706,2004-07-14 09:00:00,3.7,19.8,24.0,36.4,1.0706
3016,14/07/2004,10.00.00,2.8,1068.0,-200.0,15.7,1171.0,275.0,711.0,148.0,1717.0,1360.0,30.2,22.8,0.9616,2004-07-14 10:00:00,2.8,15.7,30.2,22.8,0.9616
3017,14/07/2004,11.00.00,1.8,932.0,-200.0,11.3,1026.0,195.0,851.0,122.0,1523.0,944.0,33.4,17.1,0.8627,2004-07-14 11:00:00,1.8,11.3,33.4,17.1,0.8627
3018,14/07/2004,12.00.00,1.9,949.0,-200.0,12.6,1069.0,144.0,819.0,106.0,1547.0,905.0,35.1,15.0,0.8381,2004-07-14 12:00:00,1.9,12.6,35.1,15.0,0.8381
3019,14/07/2004,13.00.00,2.0,944.0,-200.0,11.9,1045.0,162.0,829.0,106.0,1525.0,884.0,34.1,16.0,0.8408,2004-07-14 13:00:00,2.0,11.9,34.1,16.0,0.8408
3020,14/07/2004,14.00.00,2.0,966.0,-200.0,14.4,1131.0,200.0,800.0,127.0,1612.0,968.0,35.7,13.6,0.7836,2004-07-14 14:00:00,2.0,14.4,35.7,13.6,0.7836
3021,14/07/2004,15.00.00,2.1,940.0,-200.0,12.4,1063.0,176.0,848.0,113.0,1539.0,929.0,35.3,13.8,0.7767,2004-07-14 15:00:00,2.1,12.4,35.3,13.8,0.7767
3022,14/07/2004,16.00.00,2.1,934.0,-200.0,11.7,1041.0,203.0,865.0,136.0,1496.0,936.0,32.3,16.7,0.7946,2004-07-14 16:00:00,2.1,11.7,32.3,16.7,0.7946
3023,14/07/2004,17.00.00,3.2,1052.0,-200.0,18.4,1252.0,237.0,739.0,153.0,1729.0,1107.0,36.0,13.3,0.7773,2004-07-14 17:00:00,3.2,18.4,36.0,13.3,0.7773
3024,14/07/2004,18.00.00,4.0,1109.0,-200.0,22.9,1374.0,263.0,676.0,172.0,1795.0,1225.0,35.8,13.7,0.7868,2004-07-14 18:00:00,4.0,22.9,35.8,13.7,0.7868
3025,14/07/2004,19.00.00,4.6,1169.0,-200.0,25.0,1430.0,300.0,636.0,190.0,1901.0,1372.0,32.3,18.4,0.8753,2004-07-14 19:00:00,4.6,25.0,32.3,18.4,0.8753
3026,14/07/2004,20.00.00,3.0,1093.0,-200.0,15.5,1163.0,189.0,717.0,160.0,1705.0,1139.0,29.7,25.0,1.0246,2004-07-14 20:00:00,3.0,15.5,29.7,25.0,1.0246
3027,14/07/2004,21.00.00,2.9,1084.0,-200.0,16.7,1200.0,185.0,686.0,159.0,1753.0,1505.0,27.8,26.6,0.9748,2004-07-14 21:00:00,2.9,16.7,27.8,26.6,0.9748
3028,14/07/2004,22.00.00,1.9,970.0,-200.0,11.2,1023.0,134.0,787.0,123.0,1552.0,1074.0,26.3,27.3,0.9238,2004-07-14 22:00:00,1.9,11.2,26.3,27.3,0.9238
3029,14/07/2004,23.00.00,1.4,951.0,-200.0,9.0,939.0,96.0,849.0,101.0,1488.0,868.0,25.3,30.0,0.9508,2004-07-14 23:00:00,1.4,9.0,25.3,30.0,0.9508
3030,15/07/2004,00.00.00,2.1,1038.0,-200.0,12.1,1053.0,122.0,744.0,116.0,1631.0,1095.0,24.0,34.9,1.0271,2004-07-15 00:00:00,2.1,12.1,24.0,34.9,1.0271
3031,15/07/2004,01.00.00,1.2,950.0,-200.0,8.9,937.0,64.0,802.0,80.0,1566.0,989.0,23.4,38.6,1.0968,2004-07-15 01:00:00,1.2,8.9,23.4,38.6,1.0968
3032,15/07/2004,02.00.00,0.6,831.0,-200.0,3.7,695.0,30.0,1033.0,51.0,1355.0,658.0,23.5,38.3,1.0972,2004-07-15 02:00:00,0.6,3.7,23.5,38.3,1.0972
3033,15/07/2004,03.00.00,0.4,813.0,-200.0,3.1,656.0,26.5,1070.0,44.0,1332.0,603.0,22.0,42.6,1.1146,2004-07-15 03:00:00,0.4,3.1,22.0,42.6,1.1146
3034,15/07/2004,04.00.00,0.4,797.0,-200.0,2.5,621.0,23.0,1105.0,37.0,1303.0,562.0,21.6,44.0,1.1225,2004-07-15 04:00:00,,2.5,21.6,44.0,1.1225
3035,15/07/2004,05.00.00,0.4,824.0,-200.0,3.1,660.0,36.0,1033.0,46.0,1342.0,618.0,21.4,45.6,1.1493,2004-07-15 05:00:00,0.4,3.1,21.4,45.6,1.1493
3036,15/07/2004,06.00.00,0.7,879.0,-200.0,5.7,796.0,58.0,912.0,64.0,1454.0,747.0,21.1,47.1,1.1641,2004-07-15 06:00:00,0.7,5.7,21.1,47.1,1.1641
3037,15/07/2004,07.00.00,2.3,1132.0,-200.0,15.6,1166.0,168.0,652.0,108.0,1827.0,1229.0,21.3,48.4,1.2119,2004-07-15 07:00:00,2.3,15.6,21.3,48.4,1.2119
3038,15/07/2004,08.00.00,4.0,1291.0,-200.0,25.2,1434.0,306.0,526.0,151.0,2239.0,1494.0,22.9,47.9,1.3208,2004-07-15 08:00:00,4.0,25.2,22.9,47.9,1.3208
3039,15/07/2004,09.00.00,2.8,1193.0,-200.0,15.4,1160.0,231.0,630.0,153.0,1927.0,1281.0,24.4,45.5,1.3721,2004-07-15 09:00:00,2.8,15.4,24.4,45.5,1.3721
3040,15/07/2004,10.00.00,1.6,1057.0,-200.0,8.4,914.0,157.0,796.0,116.0,1665.0,954.0,27.6,38.0,1.3818,2004-07-15 10:00:00,1.6,8.4,27.6,38.0,1.3818
3041,15/07/2004,11.00.00,1.6,1027.0,-200.0,8.0,899.0,132.0,822.0,116.0,1563.0,810.0,31.1,29.6,1.318,2004-07-15 11:00:00,1.6,8.0,31.1,29.6,1.318
3042,15/07/2004,12.00.00,2.0,1084.0,-200.0,12.1,1052.0,136.0,736.0,130.0,1677.0,882.0,33.4,24.7,1.2516,2004-07-15 12:00:00,2.0,12.1,33.4,24.7,1.2516
3043,15/07/2004,13.00.00,2.0,1032.0,-200.0,12.6,1071.0,127.0,742.0,131.0,1619.0,840.0,35.7,18.9,1.0865,2004-07-15 13:00:00,2.0,12.6,35.7,18.9,1.0865
3044,15/07/2004,14.00.00,1.7,977.0,-200.0,10.6,998.0,125.0,810.0,131.0,1554.0,743.0,36.2,18.1,1.0724,2004-07-15 14:00:00,1.7,10.6,36.2,18.1,1.0724
3045,15/07/2004,15.00.00,2.0,1039.0,-200.0,12.6,1069.0,138.0,773.0,135.0,1646.0,880.0,37.1,17.7,1.094,2004-07-15 15:00:00,2.0,12.6,37.1,17.7,1.094
3046,15/07/2004,16.00.00,2.2,1056.0,-200.0,14.3,1127.0,163.0,734.0,152.0,1694.0,928.0,36.5,18.1,1.0887,2004-07-15 16:00:00,2.2,14.3,36.5,18.1,1.0887
3047,15/07/2004,17.00.00,3.2,1164.0,-200.0,20.3,1306.0,259.0,648.0,198.0,1886.0,1218.0,35.5,19.1,1.0888,2004-07-15 17:00:00,3.2,20.3,35.5,19.1,1.0888
3048,15/07/2004,18.00.00,3.6,1124.0,-200.0,20.5,1309.0,236.0,655.0,183.0,1845.0,1170.0,33.7,20.0,1.0275,2004-07-15 18:00:00,3.6,20.5,33.7,20.0,1.0275
3049,15/07/2004,19.00.00,3.8,1152.0,-200.0,22.1,1355.0,245.0,628.0,175.0,1879.0,1620.0,30.5,22.7,0.9763,2004-07-15 19:00:00,3.8,22.1,30.5,22.7,0.9763
3050,15/07/2004,20.00.00,4.8,1223.0,-200.0,23.8,1399.0,344.0,592.0,193.0,1940.0,1508.0,28.7,26.2,1.0144,2004-07-15 20:00:00,4.8,23.8,28.7,26.2,1.0144
3051,15/07/2004,21.00.00,2.8,1058.0,-200.0,14.7,1139.0,188.0,696.0,140.0,1699.0,1318.0,26.7,28.9,0.9981,2004-07-15 21:00:00,2.8,14.7,26.7,28.9,0.9981
3052,15/07/2004,22.00.00,2.6,1049.0,-200.0,15.1,1152.0,149.0,693.0,128.0,1730.0,1189.0,25.7,31.6,1.0285,2004-07-15 22:00:00,2.6,15.1,25.7,31.6,1.0285
3053,15/07/2004,23.00.00,1.9,1010.0,-200.0,10.8,1006.0,102.0,779.0,100.0,1589.0,1000.0,24.5,35.7,1.0807,2004-07-15 23:00:00,1.9,10.8,24.5,35.7,1.0807
3054,16/07/2004,00.00.00,1.7,981.0,-200.0,10.2,985.0,99.0,779.0,97.0,1572.0,1020.0,24.3,36.3,1.0852,2004-07-16 00:00:00,1.7,10.2,24.3,36.3,1.0852
3055,16/07/2004,01.00.00,1.0,886.0,-200.0,6.5,834.0,48.0,904.0,67.0,1440.0,767.0,23.8,36.9,1.0748,2004-07-16 01:00:00,1.0,6.5,23.8,36.9,1.0748
3056,16/07/2004,02.00.00,0.7,821.0,-200.0,3.9,706.0,36.0,1021.0,58.0,1360.0,674.0,23.7,37.3,1.076,2004-07-16 02:00:00,0.7,3.9,23.7,37.3,1.076
3057,16/07/2004,03.00.00,0.5,784.0,-200.0,2.8,641.0,33.0,1114.0,51.5,1319.0,588.0,22.2,40.6,1.0729,2004-07-16 03:00:00,0.5,2.8,22.2,40.6,1.0729
3058,16/07/2004,04.00.00,0.4,771.0,-200.0,2.1,593.0,30.0,1155.0,45.0,1291.0,545.0,21.6,42.2,1.0762,2004-07-16 04:00:00,0.4,2.1,21.6,42.2,1.0762
3059,16/07/2004,05.00.00,0.6,819.0,-200.0,3.4,677.0,56.0,1048.0,62.0,1379.0,685.0,20.3,46.8,1.1,2004-07-16 05:00:00,0.6,3.4,20.3,46.8,1.1
3060,16/07/2004,06.00.00,0.7,836.0,-200.0,4.7,747.0,51.0,961.0,59.0,1384.0,702.0,20.7,45.9,1.1088,2004-07-16 06:00:00,0.7,4.7,20.7,45.9,1.1088
3061,16/07/2004,07.00.00,2.4,1114.0,-200.0,15.8,1174.0,172.0,667.0,102.0,1819.0,1188.0,20.5,47.7,1.1419,2004-07-16 07:00:00,2.4,15.8,20.5,47.7,1.1419
3062,16/07/2004,08.00.00,4.4,1319.0,-200.0,26.6,1470.0,316.0,520.0,154.0,2276.0,1589.0,22.4,46.6,1.247,2004-07-16 08:00:00,4.4,26.6,22.4,46.6,1.247
3063,16/07/2004,09.00.00,3.1,1211.0,-200.0,14.8,1143.0,269.0,632.0,157.0,1860.0,1331.0,24.2,48.5,1.4452,2004-07-16 09:00:00,3.1,14.8,24.2,48.5,1.4452
3064,16/07/2004,10.00.00,2.0,1051.0,-200.0,9.3,950.0,196.0,802.0,138.0,1593.0,1040.0,28.8,33.0,1.2825,2004-07-16 10:00:00,2.0,9.3,28.8,33.0,1.2825
3065,16/07/2004,11.00.00,2.1,1108.0,-200.0,12.0,1049.0,206.0,749.0,142.0,1701.0,1137.0,32.8,25.2,1.2325,2004-07-16 11:00:00,2.1,12.0,32.8,25.2,1.2325
3066,16/07/2004,12.00.00,2.1,1014.0,-200.0,10.9,1012.0,156.0,795.0,125.0,1548.0,851.0,34.4,19.9,1.0647,2004-07-16 12:00:00,2.1,10.9,34.4,19.9,1.0647
3067,16/07/2004,13.00.00,2.1,1003.0,-200.0,11.9,1047.0,120.0,769.0,120.0,1578.0,782.0,36.5,16.7,1.0045,2004-07-16 13:00:00,2.1,11.9,36.5,16.7,1.0045
3068,16/07/2004,14.00.00,2.2,1021.0,-200.0,13.2,1092.0,161.0,764.0,150.0,1606.0,908.0,37.5,14.3,0.9099,2004-07-16 14:00:00,2.2,13.2,37.5,14.3,0.9099
3069,16/07/2004,15.00.00,1.6,986.0,-200.0,8.9,937.0,114.0,833.0,120.0,1473.0,806.0,38.0,15.5,1.0119,2004-07-16 15:00:00,1.6,8.9,38.0,15.5,1.0119
3070,16/07/2004,16.00.00,2.4,1098.0,-200.0,13.0,1084.0,191.0,754.0,173.0,1648.0,985.0,38.1,16.5,1.0828,2004-07-16 16:00:00,2.4,13.0,38.1,16.5,1.0828
3071,16/07/2004,17.00.00,3.3,1157.0,-200.0,18.2,1245.0,236.0,665.0,187.0,1782.0,1211.0,37.3,17.3,1.084,2004-07-16 17:00:00,3.3,18.2,37.3,17.3,1.084
3072,16/07/2004,18.00.00,4.0,1190.0,-200.0,23.7,1395.0,287.0,606.0,206.0,1914.0,1411.0,35.9,17.7,1.0316,2004-07-16 18:00:00,4.0,23.7,35.9,17.7,1.0316
3073,16/07/2004,19.00.00,4.1,1183.0,-200.0,21.6,1341.0,266.0,628.0,187.0,1881.0,1395.0,32.4,21.5,1.0303,2004-07-16 19:00:00,4.1,21.6,32.4,21.5,1.0303
3074,16/07/2004,20.00.00,4.2,1231.0,-200.0,21.6,1341.0,274.0,626.0,170.0,1937.0,1578.0,30.3,25.6,1.0879,2004-07-16 20:00:00,4.2,21.6,30.3,25.6,1.0879
3075,16/07/2004,21.00.00,2.9,1102.0,-200.0,16.5,1195.0,196.0,690.0,149.0,1762.0,1325.0,28.5,27.8,1.0665,2004-07-16 21:00:00,2.9,16.5,28.5,27.8,1.0665
3076,16/07/2004,22.00.00,2.3,1041.0,-200.0,12.3,1060.0,144.0,748.0,124.0,1629.0,1185.0,26.9,30.5,1.0671,2004-07-16 22:00:00,2.3,12.3,26.9,30.5,1.0671
3077,16/07/2004,23.00.00,2.2,1090.0,-200.0,13.6,1103.0,142.0,695.0,119.0,1686.0,1235.0,25.7,33.5,1.0918,2004-07-16 23:00:00,2.2,13.6,25.7,33.5,1.0918
3078,17/07/2004,00.00.00,2.1,1074.0,-200.0,12.8,1078.0,124.0,685.0,108.0,1673.0,1317.0,24.7,36.9,1.1302,2004-07-17 00:00:00,2.1,12.8,24.7,36.9,1.1302
3079,17/07/2004,01.00.00,1.6,977.0,-200.0,9.4,956.0,93.0,765.0,93.0,1581.0,1114.0,23.6,39.2,1.1306,2004-07-17 01:00:00,1.6,9.4,23.6,39.2,1.1306
3080,17/07/2004,02.00.00,1.2,949.0,-200.0,8.3,910.0,71.0,816.0,77.0,1552.0,1015.0,22.2,43.0,1.1363,2004-07-17 02:00:00,1.2,8.3,22.2,43.0,1.1363
3081,17/07/2004,03.00.00,1.2,912.0,-200.0,6.7,842.0,63.5,863.0,76.5,1489.0,1015.0,21.2,45.8,1.1353,2004-07-17 03:00:00,1.2,6.7,21.2,45.8,1.1353
3082,17/07/2004,04.00.00,0.9,863.0,-200.0,4.6,746.0,56.0,919.0,76.0,1415.0,961.0,21.3,45.9,1.1471,2004-07-17 04:00:00,0.9,4.6,21.3,45.9,1.1471
3083,17/07/2004,05.00.00,0.6,834.0,-200.0,3.6,689.0,46.0,988.0,58.0,1367.0,796.0,21.6,45.0,1.151,2004-07-17 05:00:00,0.6,3.6,21.6,45.0,1.151
3084,17/07/2004,06.00.00,0.7,865.0,-200.0,5.0,764.0,51.0,917.0,63.0,1430.0,826.0,21.3,46.5,1.1608,2004-07-17 06:00:00,0.7,5.0,21.3,46.5,1.1608
3085,17/07/2004,07.00.00,1.3,974.0,-200.0,8.2,908.0,83.0,793.0,75.0,1546.0,1057.0,21.1,46.9,1.1585,2004-07-17 07:00:00,1.3,8.2,21.1,46.9,1.1585
3086,17/07/2004,08.00.00,2.0,1079.0,-200.0,10.7,1004.0,175.0,713.0,111.0,1628.0,1302.0,22.8,43.0,1.1731,2004-07-17 08:00:00,2.0,10.7,22.8,43.0,1.1731
3087,17/07/2004,09.00.00,1.9,1084.0,-200.0,10.3,990.0,148.0,734.0,116.0,1633.0,1284.0,25.0,38.3,1.198,2004-07-17 09:00:00,1.9,10.3,25.0,38.3,1.198
3088,17/07/2004,10.00.00,2.2,1107.0,-200.0,12.9,1080.0,167.0,714.0,138.0,1675.0,1348.0,30.9,26.9,1.1835,2004-07-17 10:00:00,2.2,12.9,30.9,26.9,1.1835
3089,17/07/2004,11.00.00,1.9,1040.0,-200.0,11.0,1015.0,120.0,775.0,117.0,1543.0,1025.0,35.1,19.2,1.0664,2004-07-17 11:00:00,1.9,11.0,35.1,19.2,1.0664
3090,17/07/2004,12.00.00,1.5,1019.0,-200.0,8.3,913.0,78.0,840.0,94.0,1428.0,759.0,36.9,17.2,1.0576,2004-07-17 12:00:00,1.5,8.3,36.9,17.2,1.0576
3091,17/07/2004,13.00.00,1.4,1003.0,-200.0,8.2,907.0,76.0,862.0,91.0,1427.0,680.0,39.3,13.9,0.9715,2004-07-17 13:00:00,1.4,8.2,39.3,13.9,0.9715
3092,17/07/2004,14.00.00,1.0,925.0,-200.0,5.2,772.0,45.0,1001.0,60.0,1308.0,516.0,40.3,12.6,0.9302,2004-07-17 14:00:00,1.0,5.2,40.3,12.6,0.9302
3093,17/07/2004,15.00.00,1.0,910.0,-200.0,4.6,743.0,54.0,1039.0,66.0,1282.0,500.0,39.7,13.5,0.965,2004-07-17 15:00:00,1.0,4.6,39.7,13.5,0.965
3094,17/07/2004,16.00.00,1.4,1012.0,-200.0,7.2,868.0,70.0,884.0,87.0,1435.0,700.0,41.1,13.1,1.0124,2004-07-17 16:00:00,1.4,7.2,41.1,13.1,1.0124
3095,17/07/2004,17.00.00,1.6,1100.0,-200.0,9.4,954.0,87.0,809.0,106.0,1512.0,1360.0,40.1,14.9,1.0828,2004-07-17 17:00:00,1.6,9.4,40.1,14.9,1.0828
3096,17/07/2004,18.00.00,1.6,1046.0,-200.0,8.0,901.0,69.0,849.0,94.0,1464.0,722.0,37.4,17.0,1.0757,2004-07-17 18:00:00,1.6,8.0,37.4,17.0,1.0757
3097,17/07/2004,19.00.00,2.1,1083.0,-200.0,10.7,1003.0,95.0,787.0,112.0,1524.0,842.0,34.0,19.2,1.0073,2004-07-17 19:00:00,2.1,10.7,34.0,19.2,1.0073
3098,17/07/2004,20.00.00,2.0,1050.0,-200.0,9.6,962.0,107.0,810.0,120.0,1496.0,879.0,31.7,21.6,0.9959,2004-07-17 20:00:00,2.0,9.6,31.7,21.6,0.9959
3099,17/07/2004,21.00.00,1.9,1050.0,-200.0,8.7,927.0,88.0,830.0,106.0,1475.0,836.0,29.7,24.2,0.9926,2004-07-17 21:00:00,1.9,8.7,29.7,24.2,0.9926
3100,17/07/2004,22.00.00,2.3,1142.0,-200.0,11.6,1035.0,100.0,746.0,112.0,1611.0,1062.0,27.9,27.6,1.0252,2004-07-17 22:00:00,2.3,11.6,27.9,27.6,1.0252
3101,17/07/2004,23.00.00,2.4,1165.0,-200.0,11.8,1043.0,125.0,717.0,120.0,1644.0,1188.0,26.8,29.9,1.0402,2004-07-17 23:00:00,2.4,11.8,26.8,29.9,1.0402
3102,18/07/2004,00.00.00,2.2,1136.0,-200.0,10.5,995.0,132.0,727.0,114.0,1591.0,1236.0,25.8,33.0,1.0826,2004-07-18 00:00:00,2.2,10.5,25.8,33.0,1.0826
3103,18/07/2004,01.00.00,1.2,986.0,-200.0,5.5,790.0,57.0,869.0,70.0,1422.0,853.0,26.3,33.1,1.1199,2004-07-18 01:00:00,1.2,5.5,26.3,33.1,1.1199
3104,18/07/2004,02.00.00,1.1,971.0,-200.0,5.5,790.0,46.0,871.0,64.0,1447.0,875.0,24.3,38.1,1.1398,2004-07-18 02:00:00,1.1,5.5,24.3,38.1,1.1398
3105,18/07/2004,03.00.00,0.8,908.0,-200.0,3.8,701.0,40.0,971.0,59.5,1381.0,704.0,24.7,36.4,1.1158,2004-07-18 03:00:00,0.8,3.8,24.7,36.4,1.1158
3106,18/07/2004,04.00.00,0.7,882.0,-200.0,2.9,648.0,34.0,1023.0,55.0,1338.0,666.0,23.3,39.5,1.1176,2004-07-18 04:00:00,,2.9,23.3,39.5,1.1176
3107,18/07/2004,05.00.00,0.6,900.0,-200.0,3.4,674.0,33.0,974.0,50.0,1355.0,679.0,21.1,45.6,1.1246,2004-07-18 05:00:00,0.6,3.4,21.1,45.6,1.1246
3108,18/07/2004,06.00.00,0.7,935.0,-200.0,4.1,716.0,50.0,915.0,62.0,1415.0,877.0,20.2,48.5,1.1319,2004-07-18 06:00:00,0.7,4.1,20.2,48.5,1.1319
3109,18/07/2004,07.00.00,0.4,939.0,-200.0,4.1,718.0,39.0,927.0,53.0,1395.0,826.0,21.3,45.5,1.1405,2004-07-18 07:00:00,0.4,4.1,21.3,45.5,1.1405
3110,18/07/2004,08.00.00,0.6,982.0,-200.0,4.7,750.0,84.0,893.0,85.0,1417.0,881.0,22.6,31.0,0.8372,2004-07-18 08:00:00,0.6,4.7,22.6,31.0,0.8372
3111,18/07/2004,09.00.00,0.9,1088.0,-200.0,7.1,862.0,93.0,786.0,102.0,1519.0,1110.0,25.7,34.8,1.1292,2004-07-18 09:00:00,0.9,7.1,25.7,34.8,1.1292
3112,18/07/2004,10.00.00,0.9,1065.0,-200.0,7.4,872.0,82.0,831.0,97.0,1481.0,927.0,31.6,23.8,1.0842,2004-07-18 10:00:00,0.9,7.4,31.6,23.8,1.0842
3113,18/07/2004,11.00.00,0.8,1016.0,-200.0,7.3,868.0,73.0,889.0,91.0,1407.0,665.0,36.3,16.3,0.9727,2004-07-18 11:00:00,0.8,7.3,36.3,16.3,0.9727
3114,18/07/2004,12.00.00,0.4,930.0,-200.0,4.2,723.0,43.0,1035.0,62.0,1263.0,474.0,37.9,15.0,0.9728,2004-07-18 12:00:00,0.4,4.2,37.9,15.0,0.9728
3115,18/07/2004,13.00.00,0.3,928.0,-200.0,4.1,716.0,39.0,1060.0,57.0,1252.0,459.0,39.4,13.7,0.9639,2004-07-18 13:00:00,0.3,4.1,39.4,13.7,0.9639
3116,18/07/2004,14.00.00,0.1,889.0,-200.0,3.8,698.0,27.0,1132.0,40.0,1234.0,437.0,40.2,12.3,0.8983,2004-07-18 14:00:00,0.1,3.8,40.2,12.3,0.8983
3117,18/07/2004,15.00.00,0.5,966.0,-200.0,5.8,802.0,46.0,968.0,60.0,1383.0,607.0,41.3,11.9,0.9252,2004-07-18 15:00:00,0.5,5.8,41.3,11.9,0.9252
3118,18/07/2004,16.00.00,0.4,973.0,-200.0,5.6,792.0,53.0,977.0,70.0,1356.0,620.0,41.4,11.8,0.9282,2004-07-18 16:00:00,0.4,5.6,41.4,11.8,0.9282
3119,18/07/2004,17.00.00,0.3,950.0,-200.0,4.8,754.0,38.0,1003.0,53.0,1325.0,551.0,40.1,13.6,0.9953,2004-07-18 17:00:00,0.3,4.8,40.1,13.6,0.9953
3120,18/07/2004,18.00.00,0.4,982.0,-200.0,5.3,780.0,39.0,974.0,54.0,1374.0,532.0,37.6,16.4,1.0458,2004-07-18 18:00:00,0.4,5.3,37.6,16.4,1.0458
3121,18/07/2004,19.00.00,0.6,990.0,-200.0,6.1,814.0,49.0,929.0,58.0,1399.0,578.0,33.9,20.3,1.0522,2004-07-18 19:00:00,0.6,6.1,33.9,20.3,1.0522
3122,18/07/2004,20.00.00,0.8,1017.0,-200.0,7.4,873.0,68.0,874.0,73.0,1464.0,721.0,31.6,22.9,1.0469,2004-07-18 20:00:00,0.8,7.4,31.6,22.9,1.0469
3123,18/07/2004,21.00.00,1.2,1067.0,-200.0,9.0,938.0,102.0,825.0,99.0,1520.0,912.0,29.7,24.8,1.016,2004-07-18 21:00:00,1.2,9.0,29.7,24.8,1.016
